YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2025 Regular Session,HB0717,"Natural Resources - Public Lands - Acquisition, Staffing, Operations, and Funding",Altering provisions of law regarding the acquisition of real property by the Department of Natural Resources; establishing a Land and Property Management Program in the Department to process certain  transactions; authorizing the Department and the Natural Resources Police to establish affiliated foundations; authorizing the Governor to transfer certain Program Open Space funds to the Department under certain circumstances; altering and repealing certain provisions of law regarding the use of Program Open Space local funding; etc.,"This bill significantly alters provisions regarding the acquisition, staffing, operations, and funding of public lands in Maryland. It establishes a Land and Property Management Program within the Department of Natural Resources (DNR) to process real property transactions. The bill authorizes DNR to create affiliated foundations to solicit and accept funds for improvements, promote activities, and partner with various entities to support projects aimed at expanding equitable use and access to DNR-managed lands, enhancing public programming, restoring natural resources access, and supporting operations, maintenance, and law enforcement. It also modifies the contents of the Forest or Park Reserve Fund and permits the Governor to transfer certain Program Open Space (POS) funds to DNR for staffing and operations if the balance exceeds $80 million and existing special funds are insufficient. Additionally, the bill revises rules for local governments using POS funds, including increasing the amount that can be used for land preservation and recreation plan updates and adjusting percentages for development projects.",True,2025.0,,,Maryland Department of Natural Resources,"The public using Maryland's natural resources, parks, and conservation lands; local governments; organizations and individuals interested in environmental conservation and recreation; and employees of the Department of Natural Resources.","The bill's most innovative aspect is the formal establishment of affiliated foundations for the Department of Natural Resources' services and police. While fundraising foundations are common, this provides a structured, formal mechanism for DNR to leverage external partnerships and private funding to expand public access, enhance programming, improve visitor experiences, and support sustainability efforts on public lands. This approach allows for greater flexibility and responsiveness in securing resources beyond traditional state appropriations.",6,"The bill focuses on land acquisition, management, conservation, and recreational access to natural resources. While increased access to parks and outdoor activities can indirectly benefit children's health, well-being, and provide affordable recreational options for families, it does not directly address the economic factors or provide direct assistance to alleviate child poverty.",2
2025 Regular Session,HB0718,Maryland Health Insurance Coverage Protection Commission - Established,"Establishing the Maryland Health Insurance Coverage Protection Commission to monitor and assess the impact of potential and actual federal changes to specified health care programs and to provide recommendations for State and local action to protect the access of residents of the State to affordable health coverage; and requiring the Commission to submit a report of its findings and recommendations, including any legislative proposals, to the Governor and the General Assembly by December 31 each year.","This bill establishes the Maryland Health Insurance Coverage Protection Commission. Its purpose is to monitor and assess the impact of potential and actual federal changes to health care programs such as the Affordable Care Act (ACA), the Mental Health Parity and Addiction Equity Act (MHPAEA), Medicaid, Medicare, and the Maryland Children’s Health Program. The Commission will provide recommendations for State and local action to protect Maryland residents' access to affordable health coverage, including examining measures to prevent or mitigate adverse effects and identifying potential funding sources for recommended laws.",False,2025.0,2029.0,,"Maryland Health Insurance Coverage Protection Commission, supported by the Department of Legislative Services, the Maryland Department of Health, and the Maryland Insurance Administration.","All residents of Maryland, particularly those who rely on programs like the ACA, Medicaid, Medicare, and the Maryland Children's Health Program, including communities of color, low-income households, and seniors.",The bill establishes a commission to monitor federal health care policy changes and recommend state-level protective actions. This approach is a standard government mechanism for responding to external policy shifts and does not introduce new technologies or novel governance methods.,2,"The Commission's work to protect access to affordable health coverage, including monitoring the Maryland Children's Health Program and Medicaid, has the potential to directly impact child poverty. By ensuring families have access to affordable healthcare, the financial burden on low-income households is reduced, freeing up resources for other necessities and contributing to a decrease in child poverty.",7
2025 Regular Session,HB0719,Natural Resources - State Boat Act - Alterations,"Repealing certain advertising and public hearing requirements for proposed regulations implementing the State Boat Act; increasing certain funding thresholds for certain projects financed by the Waterway Improvement Fund; and altering the fees for manufacturer and dealer licenses, certificates of number, Maryland use stickers, and the issuance of certificates of title, transfer of title, or duplicate or corrected certificates of title.","This bill makes several alterations to the State Boat Act. It updates definitions for ""personal watercraft"" and ""personal flotation device"", and repeals the definition of ""Class A vessel"" as it relates to livery rentals. The bill removes certain advertising and public hearing requirements for proposed regulations. It increases funding thresholds for projects financed by the Waterway Improvement Fund and adjusts various fees for manufacturer and dealer licenses, certificates of number, Maryland use stickers, and title transactions. The bill authorizes the Department of Natural Resources to issue nonmotorized vessel decals and to establish or alter speed zones or restricted areas by public notice for safety reasons. Finally, it modifies the requirements for personal flotation devices worn by children in certain vessels.",False,2025.0,,,Maryland Department of Natural Resources,"Vessel owners (motorized and nonmotorized), vessel manufacturers and dealers, operators of livery vessels, children under 13 years old on vessels, persons towed behind vessels, fire departments and rescue squads, and the general boating public in Maryland.","The bill's changes are primarily administrative, definitional, and fee-related, modernizing existing regulations within the State Boat Act. While it introduces a new nonmotorized vessel decal and allows the Department of Natural Resources to establish speed zones by public notice in emergent situations, these are procedural or incremental updates rather than employing new technologies or groundbreaking approaches to government services.",2,"The bill focuses on boating regulations, safety, and fees, with specific provisions for children's personal flotation device requirements. These changes do not include any direct economic interventions, support, or services aimed at alleviating child poverty.",1
2025 Regular Session,HB0720,Natural Resources - Repeal of Somers Cove Marina Commission and Improvement Fund and Alteration of Operations,"Repealing provisions of law relating to the Somers Cove Marina Commission, the Somers Cove Marina Improvement Fund, and the operation of Somers Cove Marina; requiring the Secretary to develop a master plan for the operation and improvement of services at Somers Cove Marina by October 1, 2027; requiring all revenue received by the Department from activities associated with Somers Cove Marina be deposited in the Natural Resources Property Maintenance Fund; establishing the Somers Cove Marina Advisory Commission; etc.","This bill repeals the Somers Cove Marina Commission and the Somers Cove Marina Improvement Fund, centralizing the management of Somers Cove Marina under the Secretary of Natural Resources. The Secretary is authorized to execute leases and contracts, employ staff, and assess fees. All revenue from the marina will now be deposited into the Natural Resources Property Maintenance Fund, and the uses of this fund are expanded to include the operation, maintenance, and development of Somers Cove Marina. The bill also establishes a new Somers Cove Marina Advisory Commission to advise the Secretary on marina matters, and requires the Department of Natural Resources to develop and update a master plan for the marina. The Somers Cove Marina Improvement Fund's balance will be transferred to the Natural Resources Property Maintenance Fund.",False,2025.0,,,Secretary of Natural Resources; Department of Natural Resources,"The general boating public, current slip holders at Somers Cove Marina, commercial fishing industry, economic development and tourism industry, businesses in Somerset County and Crisfield, and residents of Somerset County and Crisfield.","This bill is primarily an administrative reorganization that centralizes the management of an existing state marina under the Secretary of Natural Resources and replaces an executive commission with an advisory one. It updates funding mechanisms and requires master plan development, but does not introduce new technologies or fundamentally new approaches to government services.",1,"The bill focuses on the operational and financial management of a state marina. While a well-managed marina could indirectly contribute to local economic activity and employment, the bill does not include any direct provisions or mechanisms specifically aimed at addressing or alleviating child poverty.",1
2025 Regular Session,HB0722,Maryland Department of Health - Report on Oversight of Substance Use Disorder Treatment Programs and Recovery Residences,"Requiring the Maryland Department of Health to submit reports on or before December 1, 2025, and December 1, 2026, to the Senate Finance Committee, the Senate Budget and Taxation Committee, the House Health and Government Operations Committee, and the House Appropriations Committee on the oversight of substance use disorder treatment programs and recovery residences.","This bill requires the Maryland Department of Health to submit reports on or before December 1, 2025, and December 1, 2026. These reports must detail the revisions to COMAR 10.63, improvements to the oversight of substance use disorder treatment programs, and enhancements to procedures for the certification, monitoring, and oversight of recovery residences. The reports must also analyze how these changes will prevent adverse events, such as patient relapse and death, similar to those reported concerning PHA Healthcare.",False,2025.0,2026.0,,Maryland Department of Health,"Individuals enrolled in substance use disorder treatment programs and recovery residences, and providers of these services.","The bill focuses on improving existing regulatory oversight and reporting mechanisms for substance use disorder treatment programs and recovery residences. It mandates analysis of past failures to inform future prevention, but does not introduce new technologies or fundamentally new governmental approaches.",2,"The bill aims to improve the quality and safety of substance use disorder treatment and recovery services, which could indirectly support family stability and parental well-being. This, in turn, may have a positive but indirect impact on reducing child poverty by addressing underlying issues that contribute to family hardship.",3
2025 Regular Session,HB0723,Health Occupations - Authorization to Practice for Former Federal Employees and Dental Applicants Licensed or Certified in Another State,"Requiring the State Board of Dental Examiners to issue a license or certification to certain applicants licensed or certified by another state within 15 business days after receiving the completed application; requiring the Maryland Department of Health to develop a plan for a temporary or permanent authorization to practice a health occupation in the State for certain individuals who left employment with a federal agency after January 20, 2025; requiring the Department to submit the plan by October 1, 2025 to certain committees; etc.","This bill requires the State Board of Dental Examiners to issue licenses or certifications more quickly to dentists, dental hygienists, and dental radiation technologists who are already licensed or certified in other states. It also mandates the Maryland Department of Health to develop a plan by October 1, 2025, for authorizing individuals who left federal employment after January 20, 2025, and hold equivalent out-of-state health occupation licenses, to practice in Maryland on a temporary or permanent basis.",False,2025.0,,,"State Board of Dental Examiners, Maryland Department of Health","Dentists, dental hygienists, dental radiation technologists licensed in other states, former federal employees seeking to practice health occupations in Maryland, and the general public benefiting from increased access to healthcare professionals.","The bill streamlines cross-state licensure for dental professionals and requires a plan to ease the transition of former federal employees into Maryland's healthcare workforce. This represents an administrative improvement focused on workforce mobility and reducing barriers to entry, rather than employing new technologies or entirely novel government approaches.",4,"The bill primarily focuses on professional licensure and facilitating the entry of healthcare professionals into the state's workforce. While an increased supply of healthcare providers could indirectly improve access to care for all residents, including children in poverty, it does not establish direct programs, services, or financial support specifically targeting child poverty.",1
2025 Regular Session,HB0728,Opioid Restitution Fund - Authorized Uses,"Altering the allowable uses of the Opioid Restitution Fund to provide funds for the operating expenses and personnel costs for investigations, enforcement actions, and other activities conducted by the Opioids Enforcement Unit within the Office of the Attorney General that are related to the recovery of funds from opioid-related judgments or settlements; and requiring, beginning October 1, 2025, the Office of the Attorney General to report annually to the General Assembly on the status of activity of the Opioids Enforcement Unit.","This bill alters the allowable uses of the Opioid Restitution Fund to include funding for the operating expenses and personnel costs of the Opioids Enforcement Unit within the Office of the Attorney General. These funds will support investigations, enforcement actions, and other activities related to recovering money from opioid-related judgments and settlements. The bill also establishes a new reporting requirement for the Office of the Attorney General on the activities of this unit, beginning October 1, 2025.",False,2025.0,2029.0,,Office of the Attorney General,"The Office of the Attorney General and its Opioids Enforcement Unit, indirectly impacting the public through enhanced enforcement related to opioid-related judgments and settlements. The Opioid Restitution Fund also benefits various programs for substance use disorder prevention, treatment, recovery, or harm reduction.",This bill is not innovative as it primarily reallocates funds within an existing governmental framework to support standard legal investigations and enforcement actions. It does not introduce new technologies or novel approaches to government services.,1,"The bill has an indirect potential impact on child poverty. By ensuring more effective recovery of funds from opioid-related judgments and settlements, it could sustain funding for programs addressing substance use disorders, which in turn can positively affect family stability and reduce stressors contributing to child poverty. However, the bill's direct focus is on legal enforcement rather than direct poverty alleviation.",2
2025 Regular Session,HB0729,Public Health - Use of Opioid Restitution Fund and Training Under the Overdose Response Program,"Altering the training that the Maryland Department of Health is authorized to provide under the Overdose Response Program to include emphasis on the restoration of breathing, avoiding withdrawal, and compassionate postoverdose support and care; clarifying that the use of the Opioid Restitution Fund is subject to certain restrictions; and altering the authorized uses of the Opioid Restitution Fund so as to include the addressing of racial disparities in access to prevention, harm reduction, treatment, and recovery support services.","This bill alters the training provided by the Maryland Department of Health under the Overdose Response Program to emphasize breathing restoration, avoiding withdrawal, and compassionate post-overdose support. It also clarifies that the use of the Opioid Restitution Fund is subject to settlement agreements and judgments, and modifies its authorized uses to include addressing racial and socioeconomic disparities in access to substance use disorder prevention, harm reduction, treatment, and recovery support services, as well as supporting community-based non-profit recovery organizations and evidence-informed pilot programs.",False,2025.0,,,Maryland Department of Health; Opioid Restitution Fund Advisory Council,"Individuals with substance use disorders, their families and communities affected by the opioid crisis, particularly those experiencing racial and socioeconomic disparities, and community-based non-profit recovery organizations.","The bill introduces a more nuanced and compassionate approach to overdose response training, focusing on holistic support. Critically, it explicitly directs the Opioid Restitution Fund to address racial and socioeconomic disparities in access to substance use disorder services, promoting equity. It also allows for funding evidence-informed pilot programs or demonstration studies, fostering adaptive strategies and the development of new evidence-based interventions.",7,"The bill does not directly provide financial assistance or services aimed at alleviating child poverty. However, by improving access to comprehensive substance use disorder prevention, treatment, and recovery services, especially for underserved populations, it can indirectly stabilize families, reduce parental substance misuse, and create healthier home environments, which may positively impact children in poverty by addressing a significant root cause of family instability.",4
2025 Regular Session,HB0731,Wildlife - Protections and Highway Crossings,"Establishing the Maryland Connectivity Coalition to foster collaboration among State and federal agencies, nongovernmental organizations, and other stakeholders for the purpose of protecting endangered wildlife from habitat fragmentation; requiring the State Highway Administration to have final decision-making authority regarding decisions related to placement, funding, or design of wildlife crossings; etc.","This bill establishes the Maryland Connectivity Coalition to foster collaboration among agencies and organizations to protect wildlife, reduce vehicle-wildlife collisions, and facilitate data sharing related to habitat connectivity. It also establishes a Wildlife Connectivity Fund to support projects advancing wildlife crossings and collision mitigation, habitat mapping, and related education. The bill mandates the State Highway Administration to include information on wildlife crossings in consolidated transportation plans and requires county and local jurisdictions to consider wildlife movement and habitat connectivity in their comprehensive plans. The State Highway Administration retains final decision-making authority regarding wildlife crossings.",True,2025.0,,,"State Highway Administration, Department of Natural Resources, Maryland Connectivity Coalition, Department of Planning","Wildlife (threatened, endangered, and species of greatest conservation need), motorists, State and federal agencies, non-governmental organizations, regional coalitions, private entities, county and local jurisdictions, and the general public of Maryland.","The bill establishes a multi-stakeholder Maryland Connectivity Coalition to address wildlife protection and habitat connectivity through a collaborative and data-driven approach. It integrates modern ecological principles into transportation planning and land use decisions, requiring prioritization criteria and performance metrics for wildlife crossing projects. While not employing new technologies, its systematic approach to environmental protection, combining interagency collaboration, dedicated funding, and public education, represents a progressive and structured government initiative.",6,"This bill focuses on wildlife protection, habitat connectivity, and reducing vehicle-wildlife collisions. It does not establish any direct programs, services, or financial support aimed at alleviating child poverty. Any potential impact on child poverty would be extremely indirect, through broad community well-being or environmental health, rather than direct economic or social interventions.",1
2025 Regular Session,HB0738,Department of Information Technology - Major Information Technology Development Projects - Oversight,"Providing that a unit of State government may not purchase, lease, contract for, or rent an information technology service or product unless consistent with the master plan, as determined by the Secretary of Information Technology; providing that the Secretary is responsible for overseeing the implementation of major information technology development projects in the State; establishing the Maryland Office of Digital Experience in the Department to provide oversight, leadership, and strategic modernization for major technology projects; etc.","This bill significantly enhances the oversight and modernization of major information technology projects within Maryland state government. It establishes the Maryland Office of Digital Experience, which includes a Maryland Digital Service Unit and a Major Information Technology Development Project Oversight Division, to standardize, monitor, and improve digital services using user-centered design, product-based approaches, and other best practices. The Secretary of Information Technology is given greater authority to oversee projects and withhold or reallocate funds. The bill also mandates enhanced public and confidential reporting on IT projects, including a public dashboard, and creates an Information Technology Advisory Board with expertise in AI and cybersecurity to advise the legislature. The Modernize Maryland Commission is repealed.",True,2025.0,,4300000.0,"Department of Information Technology, Secretary of Information Technology, Maryland Office of Digital Experience, Maryland Digital Service Unit, Major Information Technology Development Project Oversight Division","Units of State government, State government employees (especially Chief Information Officers and IT staff), IT vendors, and all residents of the State, including those with disabilities, who interact with digital government services.","The program is highly innovative by establishing dedicated entities (Maryland Office of Digital Experience, Maryland Digital Service Unit) to drive digital transformation. It explicitly promotes modern approaches like ""product-based development over project-based development,"" ""user-centered design,"" ""software development best practices,"" and the consolidation of digital platforms. The inclusion of expertise in ""artificial intelligence and cybersecurity"" for the advisory board further underscores its forward-thinking approach to leveraging technology for government services.",8,"This bill focuses entirely on improving the governance, efficiency, and modernization of state government information technology and digital services. While more effective and accessible government services could indirectly benefit families and children by streamlining access to various programs, the bill does not contain any direct provisions, funding, or specific initiatives aimed at alleviating or addressing child poverty.",1
2025 Regular Session,HB0744,"Motor Vehicles - Reckless, Negligent, and Aggressive Driving (Sergeant Patrick Kepp Act)","Altering the penalties and points assessments related to the offenses of reckless, negligent, and aggressive driving; and adding certain motor vehicle offenses as elements that may contribute to charges for reckless or aggressive driving.","This bill, known as the ""Sergeant Patrick Kepp Act,"" modifies Maryland's motor vehicle laws related to reckless, negligent, and aggressive driving. It increases penalties for reckless and negligent driving, assesses points for negligent driving and significant speeding (30+ mph over limit), and expands the definition of reckless driving to include speeding 30 miles per hour or more above the posted limit. Additionally, it lowers the threshold for aggressive driving from three to two concurrent offenses and adds several new traffic violations that can contribute to an aggressive driving charge.",False,2025.0,,,Maryland law enforcement agencies and the Motor Vehicle Administration,"Motor vehicle operators in Maryland, pedestrians, and property owners will be impacted by stricter enforcement and higher penalties for dangerous driving behaviors.","This bill is not particularly innovative. It adjusts existing legal frameworks, definitions, and penalties for traffic offenses, rather than introducing new technologies or novel approaches to government services or problem-solving.",1,"This bill's direct impact on child poverty is very low. It focuses on traffic safety and penalties for dangerous driving. While traffic accidents can have indirect economic consequences for families, the bill does not directly address poverty alleviation, economic support, or services for children in poverty. The increased fines could, in some cases, negatively impact low-income families if primary caregivers are fined or incarcerated, but this is an indirect, potential negative impact, not a direct positive impact on poverty reduction.",1
2025 Regular Session,HB0745,State Board of Professional Counselors and Therapists - Behavior Analysts - Licensure Applications,Requiring the State Board of Professional Counselors and Therapists to issue a license to practice behavior analysis to qualified applicants within 30 days of receiving the completed application; requiring the State Board to issue a license within 50 days to an applicant who submitted an incomplete application but has presented additional information; and requiring the State Board to provide a certain e-mail notification regarding the status of an application for a license to practice behavior analysis.,This bill amends the Health Occupations Article to streamline the licensure process for behavior analysts by the State Board of Professional Counselors and Therapists. It sets specific deadlines for the Board to issue licenses (within 30 days for complete applications and 50 days for applications requiring additional information) and mandates email notifications to applicants regarding their application status at key stages.,False,2025.0,,,State Board of Professional Counselors and Therapists,Individuals applying for licensure as behavior analysts in Maryland.,"The bill introduces mandatory email notifications for applicants regarding their licensure application status, including receipt, review start, completeness, and decision. While this utilizes common technology, it represents an incremental improvement in communication transparency for an administrative process rather than a new or innovative approach to government service delivery.",3,"This bill focuses on administrative efficiency and communication transparency for the professional licensure of behavior analysts. It does not contain any direct provisions, programs, or funding mechanisms aimed at addressing or alleviating child poverty.",1
2025 Regular Session,HB0746,Baltimore County - Alcoholic Beverages Licenses - Transfers,Authorizing the Board of License Commissioners for Baltimore County to approve the transfer of a Class B or Class D license existing on a certain date that is located in an eligible transferor district to another election district under certain circumstances; and limiting the number of license transfers that the Board may approve from an eligible transferor district.,"This bill authorizes the Board of License Commissioners for Baltimore County to approve the transfer of Class B or Class D alcoholic beverages licenses that were in existence on June 1, 2025, from over-licensed ""eligible transferor districts"" to other election districts within Baltimore County. The transfers can occur between June 1, 2025, and May 31, 2028. The bill limits the total number of transfers to five and no more than two into any single election district. It also mandates a review process involving the county Department of Economic and Workforce Development to assess the economic impact on the community and ensure appropriate future use of the property from which a license is transferred.",False,2025.0,2028.0,,Board of License Commissioners for Baltimore County; county Department of Economic and Workforce Development,"Businesses holding Class B or Class D alcoholic beverages licenses in Baltimore County, particularly those in eligible transferor districts or seeking to acquire transferred licenses; communities in Baltimore County; the Board of License Commissioners; and the Department of Economic and Workforce Development.","This bill is primarily a regulatory adjustment to existing alcoholic beverage licensing rules in Baltimore County. While it introduces a new procedural step involving economic impact assessments by a county department, it does not employ new technologies or significantly novel approaches to government beyond standard regulatory updates and inter-agency consultation.",2,"The bill focuses on the transfer of alcoholic beverage licenses and their localized economic impacts. It does not directly provide financial assistance, services, or resources specifically targeted at reducing child poverty. Any potential impact on child poverty would be indirect, through general economic changes in specific communities, which is highly speculative.",1
2025 Regular Session,HB0749,Washington County - Public Safety - Buildings Used for Agritourism,Adding Washington County to the list of counties that exempt agricultural buildings used for agritourism from certain building performance standards and where an existing agricultural building used for agritourism is not considered a change of occupancy that requires a building permit under certain circumstances.,"This bill adds Washington County to the list of Maryland counties where agricultural buildings used for agritourism are exempt from certain building performance standards. It also clarifies that using an existing agricultural building for agritourism is not considered a change of occupancy requiring a building permit under specific conditions, such as limits on the number of occupants and adherence to egress standards for some counties.",False,2025.0,,,Maryland Department of Labor,"Farmers and agritourism operators in Washington County, and other counties already covered by similar exemptions, as well as the public participating in agritourism activities.","This bill is an amendment to existing law, extending specific exemptions for agricultural buildings used for agritourism to Washington County. It does not introduce new technologies or novel governmental approaches, but rather adjusts existing regulatory frameworks.",1,"This bill modifies building codes and permit requirements for agritourism operations. It does not contain any provisions directly aimed at addressing child poverty, such as financial assistance, educational programs, or social services. Any impact on child poverty would be indirect and negligible, stemming potentially from a very slight economic boost in rural areas, which is not a direct mechanism.",1
2025 Regular Session,HB0750,Washington County - Property Tax Credit - Economic Development Projects,Altering eligibility requirements for a certain property tax credit for certain business entities that invest a certain amount in certain real property in Washington County and create a certain number of new and permanent full-time jobs in the county; and altering the amount and duration of the property tax credit.,"This bill modifies the Washington County property tax credit for economic development projects. It alters eligibility requirements for businesses by increasing the minimum number of new full-time jobs created and, in some cases, the minimum capital investment. It also changes the amount and duration of the property tax credit provided to qualifying existing and new businesses in Washington County.",False,2025.0,,,Governing body of Washington County,"Business entities that invest in real property and create new permanent full-time jobs in Washington County, including existing businesses in the county and new businesses locating in the county.",This bill adjusts existing economic incentives through changes to property tax credits. It represents a traditional approach to stimulating economic development and does not introduce new technologies or innovative government methods.,1,"The bill aims to stimulate economic development and job creation in Washington County. While increased employment opportunities could indirectly lead to improved household incomes and a potential reduction in child poverty, the bill does not directly target families experiencing child poverty or provide specific benefits or services to them.",2
2025 Regular Session,HB0754,Harford County - Alcoholic Beverages - Hearing Notice,Altering certain notice requirements before the Board of License Commissioners for Harford County may hold public hearings on proposed regulatory changes or license applications; and providing that the Board may publish a decision on certain license applications either in certain newspapers or on its website.,This bill alters the notice requirements for public hearings held by the Harford County Board of License Commissioners concerning proposed regulatory changes or alcoholic beverage license applications. It provides the Board with the option to publish decisions on certain license applications either in newspapers or on its official website.,False,2025.0,,,Board of License Commissioners for Harford County,"Applicants for alcoholic beverage licenses, existing alcoholic beverage license holders, residents of Harford County, and the Harford County Board of License Commissioners.","The bill introduces the use of the Harford County Board of License Commissioners' website as an official channel for posting notices of public hearings on proposed regulations, application hearings, and decisions on license applications. This provides a digital alternative or supplement to traditional newspaper publication for official communications.",4,This bill solely focuses on modifying administrative procedures and notice requirements for alcoholic beverage licensing in Harford County. It does not contain any provisions or mechanisms that directly address or impact child poverty.,1
2025 Regular Session,HB0755,Common Ownership Communities - Recreational Common Areas - Sensitive Information as Condition for Access,"Prohibiting a cooperative housing corporation, condominium association, or homeowners association from requiring certain sensitive information of certain individuals as a condition for access to a recreational common area; and defining ""sensitive information"" as an individual's Social Security card or Social Security number, Individual Taxpayer Identification Number, birth certificate, racial or ethnic origin, national origin, citizenship or immigration status,  religious or philosophical beliefs, or medical records.","This bill prohibits cooperative housing corporations, condominium associations, and homeowners associations from requiring sensitive personal information, such as Social Security numbers, birth certificates, racial or ethnic origin, national origin, citizenship or immigration status, religious or philosophical beliefs, or medical records, as a condition for residents, guests, or children to access or use recreational common areas. Government-issued photo identification is explicitly excluded from the definition of sensitive information.",False,2025.0,,,"Cooperative housing corporations, condominium associations, and homeowners associations","Members, unit owners, lot owners, occupants, guests, and children within cooperative housing projects, condominiums, and homeowners associations in Maryland.","This bill is regulatory in nature, focusing on protecting privacy by restricting the types of information common ownership communities can demand for access to recreational facilities. It does not introduce new technologies or novel governmental approaches.",1,"The bill ensures that children, including those from low-income or vulnerable families who might lack certain documentation or be reluctant to share sensitive information, are not barred from accessing recreational common areas due to such requirements. By removing potential barriers to community resources like playgrounds and swimming pools, it indirectly supports the well-being and social inclusion of children, but it does not directly address or alleviate child poverty.",4
2025 Regular Session,HB0757,Professional and Volunteer Firefighter Innovative Cancer Screening Technologies Program - Funding,"Altering the amount the Governor is authorized to include in the annual budget for the Program from $500,000 to at least $1,000,000; and authorizing the Secretary to use up to 20% of Program funds to support research centers, including the University of Maryland Institute for Health Computing, in the collection, analysis, and processing of Program outcome data for the purposes of assessing, maximizing, and improving the effectiveness and clinical utility of the cancer screening funded by the Program.","This bill enhances the Professional and Volunteer Firefighter Innovative Cancer Screening Technologies Program by increasing the Governor's authorized annual budget allocation from $500,000 to at least $1,000,000, starting in fiscal year 2025. It also establishes a new funding source by diverting 4 cents from a revised 9-cent per barrel oil transfer license fee to the program, beginning in fiscal year 2026. Additionally, the bill authorizes the Secretary of Health to use up to 20% of program funds to support academic medical research centers, such as the University of Maryland Institute for Health Computing, for collecting, analyzing, and processing program outcome data to improve the effectiveness and clinical utility of the cancer screening.",False,2025.0,2030.0,6000000.0,Secretary of Health; Department of the Environment,Professional and Volunteer Firefighters; academic medical research centers,"The bill supports an existing program focused on 'Innovative Cancer Screening Technologies.' Its most innovative aspect is the explicit authorization for the Secretary of Health to allocate up to 20% of program funds to academic medical research centers for the collection, analysis, and processing of program outcome data. This data-driven approach aims to continuously assess, maximize, and improve the effectiveness and clinical utility of the cancer screening funded by the program, representing an innovative method for program evaluation and enhancement.",8,"This bill focuses on providing innovative cancer screening for firefighters and supporting related medical research. While beneficial for firefighter health, it does not directly address the economic factors, resources, or services that impact child poverty.",1
2025 Regular Session,HB0761,Maryland Uniform Disposition of Abandoned Property Act - Revisions,Making certain virtual currency subject to the abandoned property laws in the State; establishing certain provisions to determine certain information about certain apparent owners of abandoned property; altering and establishing certain provisions pertaining to the presumption of abandonment for certain types of property; establishing certain procedures to establish the death of a certain insured or certain annuitant; altering from $100 to $50 the value at which the Comptroller is required to publish a certain notice; etc.,"This bill revises the Maryland Uniform Disposition of Abandoned Property Act. It expands the definition of abandoned property to include virtual currency, updates procedures for determining the apparent owner's interest, establishes new provisions for when certain property (like pension accounts and insurance policies) is presumed abandoned, outlines methods for insurance companies to determine if an insured or annuitant has died, modifies the dollar threshold for public notices by the Comptroller, allows the Comptroller to retain more funds for information technology and cybersecurity from abandoned property proceeds, and revises the process for filing and processing claims for abandoned property.",False,,,,Maryland State Comptroller,"Apparent owners of abandoned property, including individuals, businesses, and beneficiaries of insurance policies and pension accounts; holders of abandoned property such as banking organizations, financial organizations, business associations, and insurance corporations; and the State of Maryland through its debt collection mechanisms.","The bill demonstrates innovation by expanding the scope of abandoned property to include virtual currency, a modern digital asset. It also mandates insurance companies to utilize Death Master Files for proactively identifying deceased insureds or annuitants, representing a data-driven approach to ensure timely disposition of funds. Furthermore, it allocates funding for the Comptroller's information technology costs, including cybersecurity and customer relation systems, indicating an effort to modernize administrative processes for managing unclaimed property.",7,"This bill indirectly impacts all apparent owners of abandoned property, regardless of income. While some funds could potentially be returned to individuals or families experiencing poverty, the bill does not specifically target child poverty or provide direct financial assistance, services, or opportunities to low-income families. Its primary function is to update the legal framework for managing unclaimed assets.",1
2025 Regular Session,HB0765,Hospitals - Medical Debt Collection - Sale of Patient Debt,"Authorizing a hospital, under certain circumstances, to sell the medical debt of patients if the debt is sold to a governmental unit or an entity that is under contract with the unit or a nonprofit organization for the purpose of canceling the debt; requiring that a hospital's financial policy require the hospital to dismiss actions pending against a patient for the collection of debt that was sold and prohibit the hospital from engaging in specified collection activities; etc.","This bill authorizes Maryland hospitals to sell patient medical debt to governmental units, their contractors, or nonprofit organizations, but only for the express purpose of canceling that debt. The bill mandates that hospitals dismiss pending collection actions and cease all collection activities on sold debt. Furthermore, purchasers of the debt are required to notify patients of the debt cancellation and work to vacate any judgments or remove adverse information reported to consumer agencies. The policy applies to debt for hospital services provided at least two years prior, not expected to yield third-party reimbursements, not subject to an open insurance appeal, and owed by individuals whose family income is at or below 500% of the federal poverty level or whose medical debt exceeds 5% of their family income. The Maryland Health Care Commission will oversee implementation and compliance, and treat the payments from such sales as an offset to uncompensated care amounts reported by hospitals.",False,2025.0,2028.0,,Maryland Health Care Commission; Hospitals,"Patients with medical debt (especially those with incomes at or below 500% of the federal poverty level or high debt relative to income), governmental units, nonprofit organizations, and hospitals.","The program is innovative in its approach to medical debt relief by creating a legal framework for hospitals to sell patient debt specifically for the purpose of cancellation. This leverages governmental units and nonprofits as third-party facilitators to eliminate a significant financial burden for eligible patients, moving beyond traditional debt collection or charity care models by enabling a structured, systemic debt cancellation process.",7,"This program has a high potential to directly impact child poverty by alleviating significant medical debt burdens on families. By canceling debt for low-income households, it frees up financial resources, reduces financial stress, and improves overall household economic stability, which directly benefits children in those families. The eligibility criteria, specifically targeting families at or below 500% of the federal poverty level, ensure the program reaches those most likely to be affected by poverty.",9
