ZIP,INSAGNT1,BKCLASS,CNTRYNAB,ZIPBR,CHRTAGNT,MSABR,UNINUMBR,STNAME,SIMS_ESTABLISHED_DATE,YEAR,CHRTAGNN,BRSERTYP,STNUMBR,SIMS_DESCRIPTION,FDICDBS,DOCKET,CNTRYNA,NAMEHCR,UNIT,OCCDIST,DEPSUM,DEPDOM,ESCROW,CITY2BR,HCTMULT,INSURED,SIMS_PROJECTION,BRCENM,CHARTER,BKMO,CONSOLD,DIVISIONB,ADDRESS,CSABR,DEPSUMBR,RSSDHCR,CNTYNUMB,CERT,SIMS_LATITUDE,STALP,SPECGRP,CALL,DENOVO,FDICNAME,RSSDID,NAMEBR,METROBR,NECNAMB,CNTYNAMB,SPECDESC,OCCNAME,NECTABR,SIMS_ACQUIRED_DATE,MICROBR,ZIP_RAW,ZIPBR_RAW,BRNUM,CB,STALPBR,USA,STNAMEBR,FED,REGAGNT,FEDNAME,ASSET,INSBRTS,PLACENUM,ADDRESBR,SIMS_LONGITUDE,INSBRDD,CITYHCR,STCNTY,CSANAMBR,CITY,CLCODE,STCNTYBR,CBSA_DIV_NAMB,MSANAMB,NAMEFULL,CITYBR,STALPHCR,ID
19808,DIF,N,United States,19808,OCC,37980,12315,Delaware,01/01/1852,2024,Comptroller of the Currency,11,10,100.0,2,8115,Canada,"TORONTO-DOMINION BANK, THE",0,6,290083927,290083927,,Wilmington,MULT,CB,EXACT,M,FED,1,,48864,2035 Limestone Rd,428,62725466,1238565,3,18409,39.7223379973892,DE,9,CALL,0,New York,497404,"Td Bank, National Association",1,,New Castle,ALL OTHER > $1 BILLION,Large Bank,,"",0,19808,19808,0,0,DE,1,Delaware,3,OCC,Philadelphia,370332213,,0,2035 Limestone Rd,-75.6560460364707,,TORONTO,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,3,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","TD Bank, National Association",Wilmington,"",2024_18409_0
21155,DIF,NM,United States,21155,STATE,12580,1263,Maryland,01/01/1919,2024,State Agency,11,24,100.0,2,13167,United States,"FARMERS AND MERCHANTS BANCSHARES, INC.",0,,652399,652399,,Upperco,ONE,CB,EXACT,M,STATE,1,,0,15226 Hanover Pike,548,206542,5041521,5,1895,39.5438879912458,MD,4,CALL,0,New York,891226,Farmers And Merchants Bank,1,,Baltimore,COMMERCIAL LENDING,"",,"",0,21155,21155,0,1,MD,1,Maryland,5,FDIC,Richmond,798427,,0,15226 Hanover Pike,-76.8380799595444,,HAMPSTEAD,24005,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Upperco,21,24005,"","Baltimore-Columbia-Towson, MD",Farmers and Merchants Bank,Upperco,MD,2024_1895_0
24614,DIF,SM,United States,24614,STATE,0,12852,Virginia,01/21/1964,2024,State Agency,11,51,100.0,5,0,United States,GNB BANKSHARES CORPORATION,0,1,257881,257881,,Grundy,ONE,CB,StreetAddress,M,STATE,1,,0,20957 Riverside Dr,0,186436,2630193,27,19011,37.2625348078777,VA,4,CALL,0,Atlanta,268828,Legacy Bank,0,,Buchanan,COMMERCIAL LENDING,Northeastern,,"",0,24614,24614,0,1,VA,1,Virginia,5,FED,Richmond,325547,,0,20957 Riverside Dr,-82.1043305069748,,GRUNDY,51027,"",Grundy,13,51027,"","",Legacy Bank,Grundy,VA,2024_19011_0
21001,DIF,NM,United States,21001,STATE,12580,12933,Maryland,05/01/1964,2024,State Agency,11,24,100.0,2,0,"","",0,,599119,599119,,Aberdeen,NONE,CB,EXACT,M,STATE,1,,0,8 W Bel Air Ave,548,159270,0,25,19101,39.5093540053392,MD,4,CALL,0,New York,660927,Harford Bank,1,,Harford,COMMERCIAL LENDING,"",,"",0,21001,21001,0,1,MD,1,Maryland,5,FDIC,Richmond,700133,,0,8 W Bel Air Ave,-76.1644880083224,,"",24025,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Aberdeen,21,24025,"","Baltimore-Columbia-Towson, MD",Harford Bank,Aberdeen,"",2024_19101_0
25601,DIF,NM,United States,25601,STATE,0,13098,West Virginia,11/24/1964,2024,State Agency,11,54,100.0,5,0,United States,"LOGAN COUNTY BANCSHARES, INC.",0,,323258,323258,,Logan,ONE,CB,EXACT,M,STATE,1,,0,43 Washington Ave,0,133051,1133259,45,19285,37.8470640200409,WV,8,CALL,0,Atlanta,164331,Logan Bank & Trust Company,0,,Logan,ALL OTHER < $1 BILLION,"",,"",0,25601,25601,0,1,WV,1,West Virginia,5,FDIC,Richmond,344240,,0,43 Washington Ave,-81.9919470148124,,LOGAN,54045,"",Logan,21,54045,"","",Logan Bank & Trust Company,Logan,WV,2024_19285_0
26452,DIF,NM,United States,26452,STATE,0,13473,West Virginia,12/23/1891,2024,State Agency,11,54,100.0,5,10319,United States,"CITIZENS BANCSHARES, INC.",0,,219835,219835,,Weston,ONE,CB,EXACT,M,STATE,1,,0,201 Main Ave,0,173998,1133969,41,19674,39.0385609860712,WV,4,CALL,0,Atlanta,639633,The Citizens Bank Of Weston,0,,Lewis,COMMERCIAL LENDING,"",,"",0,26452,26452,0,1,WV,1,West Virginia,5,FDIC,Richmond,274133,,0,201 Main Ave,-80.4673960062058,,WESTON,54041,"",Weston,21,54041,"","",The Citizens Bank of Weston,Weston,WV,2024_19674_0
26101,DIF,NM,United States,26101,STATE,37620,13480,West Virginia,03/01/1967,2024,State Agency,11,54,100.0,5,9628,United States,"COMMUNITY BANKSHARES, INC.",0,,248672,248672,,Parkersburg,ONE,CB,EXACT,M,STATE,1,,0,631 Juliana St,425,130863,1479144,107,19681,39.2679590076525,WV,4,CALL,0,Atlanta,901134,Community Bank Of Parkersburg,1,,Wood,COMMERCIAL LENDING,"",,"",0,26101,26101,0,1,WV,1,West Virginia,5,FDIC,Richmond,309867,,0,631 Juliana St,-81.5592770285715,,PARKERSBURG,54107,"Parkersburg-Marietta-Vienna, WV-OH",Parkersburg,21,54107,"","Parkersburg-Vienna, WV",Community Bank of Parkersburg,Parkersburg,WV,2024_19681_0
26416,DIF,NM,United States,26416,STATE,0,13897,West Virginia,06/27/1970,2024,State Agency,11,54,100.0,5,0,United States,APPALACHIAN FINANCIAL CORPORATION,0,,194169,194169,,Philippi,ONE,CB,EXACT,M,STATE,1,,0,27 Pike St,0,121323,1141115,1,20215,39.1538300081872,WV,4,CALL,0,Atlanta,829032,"Bcbank, Inc.",0,,Barbour,COMMERCIAL LENDING,"",,"",0,26416,26416,0,1,WV,1,West Virginia,5,FDIC,Richmond,220128,,0,27 Pike St,-80.0410690251929,,PHILIPPI,54001,"",Philippi,21,54001,"","","BCBank, Inc.",Philippi,WV,2024_20215_0
23944,DIF,SM,United States,23944,STATE,0,14128,Virginia,09/08/1971,2024,State Agency,11,51,100.0,5,0,United States,"BENCHMARK BANKSHARES, INC.",0,,1090837,1090837,,Kenbridge,ONE,CB,EXACT,"M,N",STATE,1,,0,100 S Broad St,0,0,1141441,111,20484,36.9633680148811,VA,4,CALL,0,Atlanta,94522,Benchmark Community Bank,0,,Lunenburg,COMMERCIAL LENDING,"",,"",0,23944,23944,0,1,VA,1,Virginia,5,FED,Richmond,1202868,,0,100 S Broad St,-78.1244919626622,,KENBRIDGE,51111,"",Kenbridge,13,51111,"","",Benchmark Community Bank,Kenbridge,VA,2024_20484_0
20003,DIF,N,United States,20003,OCC,47900,1380,District Of Columbia,08/30/1889,2024,Comptroller of the Currency,11,11,100.0,2,0,United States,"NATIONAL CAPITAL BANCORP, INC.",0,1,609974,609974,,Washington,ONE,CB,EXACT,M,FED,1,,47764,316 Pennsylvania Ave Se,548,403785,5581607,1,2093,38.8870458905059,DC,4,CALL,0,New York,791821,The National Capital Bank Of Washington,1,,District Of Columbia,COMMERCIAL LENDING,Northeastern,,"",0,20003,20003,0,1,DC,1,District Of Columbia,5,OCC,Richmond,715539,,0,316 Pennsylvania Ave Se,-77.0011068028403,,WASHINGTON,11001,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Washington,3,11001,"Washington, DC-MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",The National Capital Bank of Washington,Washington,DC,2024_2093_0
24614,DIF,SM,United States,24614,STATE,0,15162,Virginia,01/02/1975,2024,State Agency,11,51,100.0,5,11947,United States,"MINERS AND MERCHANTS BANCORP, INC.",0,,456681,456681,,Grundy,ONE,CB,EXACT,M,STATE,1,,0,20089 Riverside Dr,0,122790,2227687,27,21883,37.25326598494,VA,4,CALL,0,Atlanta,274829,Trupoint Bank,0,,Buchanan,COMMERCIAL LENDING,"",,"",0,24614,24614,0,1,VA,1,Virginia,5,FED,Richmond,526211,,0,20089 Riverside Dr,-82.1089749793098,,GRUNDY,51027,"",Grundy,13,51027,"","",TruPoint Bank,Grundy,VA,2024_21883_0
25661,DIF,NM,United States,25661,STATE,0,15485,West Virginia,05/17/1976,2024,State Agency,11,54,100.0,5,0,"","",0,,117339,117339,,Williamson,NONE,CB,EXACT,M,STATE,1,,0,10 Commerce Dr,0,68411,0,59,22273,37.7784329968404,WV,4,CALL,0,Atlanta,706236,Bank Of Mingo,0,,Mingo,COMMERCIAL LENDING,"",,"",0,25661,25661,0,1,WV,1,West Virginia,5,FDIC,Richmond,141010,,0,10 Commerce Dr,-82.2482889994272,,"",54059,"",Williamson,21,54059,"","",Bank of Mingo,Williamson,"",2024_22273_0
22030,DIF,SM,United States,22030,STATE,47900,15972,Virginia,05/10/1979,2024,State Agency,11,51,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,23305317,23305317,,Fairfax,ONE,CB,EXACT,M,STATE,1,,11694,11185 Fairfax Blvd,548,163496,1076217,59,22858,38.8554829959085,VA,4,CALL,0,Atlanta,365325,United Bank,1,,Fairfax,COMMERCIAL LENDING,"",,"",0,22030,22030,0,0,VA,1,Virginia,5,FED,Richmond,29868220,,0,11185 Fairfax Blvd,-77.3320049780104,,CHARLESTON,51059,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax,13,51059,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",United Bank,Fairfax,WV,2024_22858_0
24277,DIF,SM,United States,24277,STATE,0,15999,Virginia,07/02/1979,2024,State Agency,11,51,100.0,5,0,"","",0,,152238,152238,,Pennington Gap,NONE,CB,EXACT,M,STATE,1,,0,41526 W Morgan Ave,0,39892,0,105,22888,36.756533992829,VA,4,CALL,0,Atlanta,658924,Farmers And Miners Bank,0,,Lee,COMMERCIAL LENDING,"",,"",0,24277,24277,0,1,VA,1,Virginia,5,FED,Richmond,175344,,0,41526 W Morgan Ave,-83.0301599684312,,"",51105,"",Pennington Gap,13,51105,"","",Farmers and Miners Bank,Pennington Gap,"",2024_22888_0
24266,DIF,SM,United States,24266,STATE,0,16025,Virginia,08/03/1979,2024,State Agency,11,51,100.0,5,11070,United States,"FIRST BANCORP, INC.",0,,3192843,3192843,,Lebanon,ONE,CB,EXACT,M,STATE,1,,0,359 W Main St,0,266814,1988646,167,22918,36.9003350133544,VA,2,CALL,0,Atlanta,223322,The First Bank And Trust Company,0,,Russell,AGRICULTURAL,"",,"",0,24266,24266,0,1,VA,1,Virginia,5,FED,Richmond,3595317,,0,359 W Main St,-82.0866569886388,,LEBANON,51167,"",Lebanon,13,51167,"","",The First Bank and Trust Company,Lebanon,VA,2024_22918_0
26505,DIF,NM,United States,26505,STATE,34060,16060,West Virginia,09/20/1979,2024,State Agency,11,54,100.0,5,9531,United States,"MORGANTOWN BANCSHARES, INC.",1,,41666,41666,,Morgantown,ONE,CB,EXACT,M,STATE,1,,0,265 High St,0,41666,2638582,61,22954,39.6297100044925,WV,5,CALL,0,Atlanta,897237,"Citizens Bank Of Morgantown, Inc.",1,,Monongalia,MORTGAGE LENDING,"",,"",0,26505,26505,0,1,WV,1,West Virginia,5,FDIC,Richmond,50178,,0,265 High St,-79.9562890082394,,MORGANTOWN,54061,"",Morgantown,21,54061,"","Morgantown, WV","Citizens Bank of Morgantown, Inc.",Morgantown,WV,2024_22954_0
18229,DIF,NM,United States,18229,STATE,10900,1556,Pennsylvania,08/25/1902,2024,State Agency,11,42,100.0,2,9252,United States,MAUCH CHUNK TRUST FINANCIAL CORP.,0,,615690,615690,,Jim Thorpe,ONE,CB,EXACT,"M,E",STATE,1,,0,1111 North St,106,182841,3045011,25,2359,40.8815169850744,PA,8,CALL,0,New York,857811,Mauch Chunk Trust Company,1,,Carbon,ALL OTHER < $1 BILLION,"",,"",0,18229,18229,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,662976,,0,1111 North St,-75.7270209750752,,JIM THORPE,42025,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",Jim Thorpe,21,42025,"","Allentown-Bethlehem-Easton, PA-NJ",Mauch Chunk Trust Company,Jim Thorpe,PA,2024_2359_0
24230,DIF,SM,United States,24230,STATE,0,16730,Virginia,07/08/1982,2024,State Agency,11,51,100.0,5,0,"","",0,,81094,81094,,Coeburn,NONE,CB,EXACT,M,STATE,1,,0,483 Front St W,0,51327,0,195,23989,36.940976012005,VA,8,CALL,0,Atlanta,711520,Miners Exchange Bank,0,,Wise,ALL OTHER < $1 BILLION,"",,"",0,24230,24230,0,1,VA,1,Virginia,5,FED,Richmond,92731,,0,483 Front St W,-82.4824529711541,,"",51195,"",Coeburn,13,51195,"","",Miners Exchange Bank,Coeburn,"",2024_23989_0
21201,DIF,NM,United States,21201,STATE,12580,16747,Maryland,09/13/1982,2024,State Agency,11,24,100.0,2,10119,United States,HARBOR BANKSHARES CORPORATION,0,,302605,302605,,Baltimore,ONE,CB,EXACT,M,STATE,1,,0,25 W Fayette St,548,178554,2008130,510,24015,39.2901560055512,MD,4,CALL,0,New York,533124,The Harbor Bank Of Maryland,1,,Baltimore (City),COMMERCIAL LENDING,"",,"",0,21201,21201,0,1,MD,1,Maryland,5,FDIC,Richmond,354636,,0,25 W Fayette St,-76.6161699949839,,BALTIMORE,24510,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore,21,24510,"","Baltimore-Columbia-Towson, MD",The Harbor Bank of Maryland,Baltimore,MD,2024_24015_0
26525,DIF,SM,United States,26525,STATE,34060,1598,West Virginia,01/01/1931,2024,State Agency,11,54,100.0,5,12776,United States,"STATE BANCORP, INC.",0,,812139,812139,,Bruceton Mills,ONE,CB,EXACT,M,STATE,1,,0,160 Morgantown St,0,87859,1076150,77,2443,39.6586559850996,WV,4,CALL,0,Atlanta,886624,Clear Mountain Bank,1,,Preston,COMMERCIAL LENDING,"",,"",0,26525,26525,0,1,WV,1,West Virginia,5,FED,Richmond,998697,,0,160 Morgantown St,-79.6398030126653,,BRUCETON MILLS,54077,"",Bruceton Mills,13,54077,"","Morgantown, WV",Clear Mountain Bank,Bruceton Mills,WV,2024_2443_0
25043,DIF,NM,United States,25043,STATE,16620,1599,West Virginia,06/04/1902,2024,State Agency,11,54,100.0,5,0,United States,FIRST CLAY COUNTY BANC CORPORATION,0,,106061,106061,,Clay,ONE,CB,EXACT,M,STATE,1,0,0,150 Main St,170,106061,1427211,15,2444,38.4601349842083,WV,8,CALL,0,Atlanta,832528,"Clay County Bank, Inc.",1,,Clay,ALL OTHER < $1 BILLION,"",,"",0,25043,25043,0,1,WV,1,West Virginia,5,FDIC,Richmond,123200,,0,150 Main St,-81.0849550185189,,CLAY,54015,"Charleston-Huntington-Ashland, WV-OH-KY",Clay,21,54015,"","Charleston, WV","Clay County Bank, Inc.",Clay,WV,2024_2444_0
24844,DIF,NM,United States,24844,STATE,0,1603,West Virginia,09/20/1931,2024,State Agency,11,54,100.0,5,13788,United States,"PIONEER COMMUNITY GROUP, INC.",0,,143968,143968,,Iaeger,ONE,CB,EXACT,"M,E",STATE,1,,0,5229 Coal Heritage Road,0,48107,2356514,47,2448,37.469462006106,WV,4,CALL,0,Atlanta,294827,"Pioneer Community Bank, Inc.",0,,Mcdowell,COMMERCIAL LENDING,"",,"",0,24844,24844,0,1,WV,1,West Virginia,5,FDIC,Richmond,166155,,0,5229 Coal Heritage Road,-81.794162011609,,IAEGER,54047,"",Iaeger,21,54047,"","","Pioneer Community Bank, Inc.",Iaeger,WV,2024_2448_0
26456,DIF,NM,United States,26456,STATE,0,1607,West Virginia,04/01/1893,2024,State Agency,11,54,100.0,5,0,United States,"TRI-COUNTY BANCORP, INC.",0,,231838,231838,,West Union,ONE,CB,EXACT,M,STATE,1,,0,212 Main St,242,95385,3068289,17,2452,39.294911981232,WV,4,CALL,0,Atlanta,22730,West Union Bank,0,,Doddridge,COMMERCIAL LENDING,"",,"",1,26456,26456,0,1,WV,1,West Virginia,5,FDIC,Richmond,260453,,0,212 Main St,-80.7743910051763,,WEST UNION,54017,"Fairmont-Clarksburg, WV",West Union,21,54017,"","",West Union Bank,West Union,WV,2024_2452_0
26241,DIF,NM,United States,26241,STATE,0,1608,West Virginia,06/17/1901,2024,State Agency,11,54,100.0,5,0,United States,DAVIS TRUST FINANCIAL CORPORATION,0,,177960,177960,,Elkins,ONE,CB,EXACT,M,STATE,1,,0,227 Davis Ave,0,156722,2878294,83,2453,38.9249069890589,WV,4,CALL,0,Atlanta,357526,Davis Trust Company,0,,Randolph,COMMERCIAL LENDING,"",,"",1,26241,26241,0,1,WV,1,West Virginia,5,FDIC,Richmond,237937,,0,227 Davis Ave,-79.8499189689057,,ELKINS,54083,"",Elkins,21,54083,"","",Davis Trust Company,Elkins,WV,2024_2453_0
17011,DIF,SM,United States,17011,STATE,25420,17217,Pennsylvania,11/21/1983,2024,State Agency,11,42,100.0,2,0,United States,ATLANTIC COMMUNITY BANCSHARES INC,0,,562159,562159,,Camp Hill,ONE,CB,EXACT,M,STATE,1,,0,225 Grandview Avenue Suite 401,276,562159,4923497,41,24829,40.2600499942247,PA,4,CALL,0,New York,959715,Atlantic Community Bankers Bank,1,,Cumberland,COMMERCIAL LENDING,"",,"",0,17011,17011,0,0,PA,1,Pennsylvania,3,FED,Philadelphia,915266,,0,225 Grandview Avenue Suite 401,-76.9225019854133,,CAMP HILL,42041,"Harrisburg-York-Lebanon, PA",Camp Hill,13,42041,"","Harrisburg-Carlisle, PA",Atlantic Community Bankers Bank,Camp Hill,PA,2024_24829_0
19809,DIF,NM,United States,19809,STATE,37980,17243,Delaware,12/31/1983,2024,State Agency,11,10,100.0,2,0,United States,"BANK OF NEW YORK MELLON CORPORATION, THE",1,,111188,111188,,Wilmington,MULT,CB,EXACT,M,STATE,1,,48864,103 Bellevue Parkway,428,111188,3587146,3,24867,39.780173003571,DE,7,CALL,0,New York,488318,Bny Mellon Trust Of Delaware,1,,New Castle,OTHER < $1 BILLION,"",,"",0,19809,19809,0,0,DE,1,Delaware,3,FDIC,Philadelphia,202223,,0,103 Bellevue Parkway,-75.491942034798,,NEW YORK,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,21,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",BNY Mellon Trust of Delaware,Wilmington,NY,2024_24867_0
19087,DIF,SM,United States,19087,STATE,37980,32480,Pennsylvania,02/01/1985,2024,State Agency,11,42,99.9,2,0,United States,DREXEL MORGAN & CO.,1,,117477,117477,,Wayne,ONE,CB,StreetAddress,M,STATE,1,,37964,"3 Radnor Corporate Ctr, Ste 450",428,117477,4046640,45,26189,40.0508918818341,PA,8,CALL,0,New York,17110,The Haverford Trust Company,1,,Delaware,ALL OTHER < $1 BILLION,"",,"",0,19087,19087,0,0,PA,1,Pennsylvania,3,FED,Philadelphia,174457,,0,"3 Radnor Corporate Ctr, Ste 450",-75.3562772022422,,RADNOR,42045,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Radnor,13,42045,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",The Haverford Trust Company,Radnor,PA,2024_26189_0
19713,DIF,NM,United States,19713,STATE,37980,33000,Delaware,10/07/1985,2024,State Agency,11,10,100.0,2,0,Germany,DEUTSCHE BANK AKTIENGESELLSCHAFT,1,,3026,3026,,Newark,MULT,CB,EXACT,M,STATE,1,,48864,"111 Continental Dr, Ste 102",428,3026,1242423,3,26392,39.6886960136186,DE,7,CALL,0,New York,304913,Deutsche Bank Trust Company Delaware,1,,New Castle,OTHER < $1 BILLION,"",,"",0,19713,19713,0,0,DE,1,Delaware,3,FDIC,Philadelphia,131883,,0,"111 Continental Dr, Ste 102",-75.6600530052837,,FRANKFURT,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Newark,21,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Deutsche Bank Trust Company Delaware,Newark,"",2024_26392_0
19428,DIF,SB,United States,19428,STATE,37980,35379,Pennsylvania,01/01/1934,2024,State Agency,11,42,100.0,2,2706,"","",0,,3859061,3859061,,Conshohocken,NONE,SA,EXACT,M,STATE,1,,33874,15 E Ridge Pike,428,709184,0,91,26647,40.0943530118532,PA,4,CALL,0,New York,932978,Firstrust Savings Bank,1,,Montgomery,COMMERCIAL LENDING,"",,"",0,19428,19428,0,0,PA,1,Pennsylvania,3,FDIC,Philadelphia,5114885,,0,15 E Ridge Pike,-75.2850319888839,,"",42091,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Conshohocken,41,42091,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Firstrust Savings Bank,Conshohocken,"",2024_26647_0
21620,DIF,NM,United States,21620,STATE,0,36091,Maryland,12/15/1986,2024,State Agency,11,24,100.0,2,11320,United States,CHESAPEAKE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,0,,117606,117606,,Chestertown,ONE,CB,EXACT,M,STATE,1,,0,245 High St,0,102191,2857758,29,26847,39.2087580027099,MD,4,CALL,0,New York,304520,The Chesapeake Bank & Trust Co.,0,,Kent,COMMERCIAL LENDING,"",,"",0,21620,21620,0,1,MD,1,Maryland,5,FDIC,Richmond,141468,,0,245 High St,-76.0665869601381,,CHESTERTOWN,24029,"",Chestertown,21,24029,"","",The Chesapeake Bank & Trust Co.,Chestertown,MD,2024_26847_0
23113,DIF,SM,United States,23113,STATE,40060,36151,Virginia,01/02/1987,2024,State Agency,11,51,100.0,5,0,United States,CBB FINANCIAL CORP.,1,,117153,117153,,Midlothian,ONE,CB,EXACT,M,STATE,1,,0,2601 Promenade Pkwy,0,117153,3848632,41,26871,37.5254529935892,VA,4,CALL,0,Atlanta,77422,Community Bankers' Bank,1,,Chesterfield,COMMERCIAL LENDING,"",,"",0,23113,23113,0,0,VA,1,Virginia,5,FED,Richmond,151413,,0,2601 Promenade Pkwy,-77.6111650176398,,MIDLOTHIAN,51041,"",Midlothian,13,51041,"","Richmond, VA",Community Bankers' Bank,Midlothian,VA,2024_26871_0
19134,DIF,SB,United States,19134,STATE,37980,39713,Pennsylvania,01/01/1919,2024,State Agency,11,42,100.0,2,11726,"","",1,,59679,59679,,Philadelphia,NONE,SA,EXACT,M,STATE,1,,37964,2522 E Allegheny Ave,428,59679,0,101,27385,39.9864599807125,PA,4,CALL,0,New York,1225798,Port Richmond Savings,1,,Philadelphia,COMMERCIAL LENDING,"",,"",0,19134,19134,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,97089,,0,2522 E Allegheny Ave,-75.1049580309097,,"",42101,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Philadelphia,42,42101,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Port Richmond Savings,Philadelphia,"",2024_27385_0
19803,DIF,NM,United States,19803,STATE,37980,40232,Delaware,05/01/1989,2024,State Agency,13,10,100.0,2,0,"","",1,,3530374,3530374,,Wilmington,NONE,CB,EXACT,M,STATE,1,,48864,"1 Righter Pkwy, Ste 100",428,3530374,0,3,27499,39.8143070050582,DE,3,CALL,0,New York,1391778,Comenity Bank,1,,New Castle,CREDIT-CARD,"",,"",0,19803,19803,0,0,DE,1,Delaware,3,FDIC,Philadelphia,7792517,,0,"1 Righter Pkwy, Ste 100",-75.5512379647937,,"",10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,21,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Comenity Bank,Wilmington,"",2024_27499_0
21061,DIF,SB,United States,21061,STATE,12580,40351,Maryland,05/05/1896,2024,State Agency,11,24,100.0,2,0,"","",1,,96186,96186,,Glen Burnie,NONE,SA,EXACT,M,STATE,1,,0,1 Crain Hwy S,548,96186,0,3,27567,39.1636359967122,MD,5,CALL,0,New York,508270,The Glen Burnie Mutual Savings Bank,1,,Anne Arundel,MORTGAGE LENDING,"",,"",0,21061,21061,0,1,MD,1,Maryland,5,FDIC,Richmond,105821,,0,1 Crain Hwy S,-76.6254269688509,,"",24003,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Glen Burnie,42,24003,"","Baltimore-Columbia-Towson, MD",The Glen Burnie Mutual Savings Bank,Glen Burnie,"",2024_27567_0
15363,DIF,SB,United States,15363,STATE,38300,40520,Pennsylvania,01/01/1925,2024,State Agency,11,42,100.0,2,111,"","",1,,493655,493655,,Strabane,NONE,SA,EXACT,M,STATE,1,,0,130 Boone Ave,430,493655,0,125,27686,40.2480689856447,PA,8,CALL,0,New York,213471,Slovenian Savings And Loan Association Of Canonsburg,1,,Washington,ALL OTHER < $1 BILLION,"",,"",0,15363,15363,0,1,PA,1,Pennsylvania,4,FDIC,Cleveland,589790,,0,130 Boone Ave,-80.2031389904223,,"",42125,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Strabane,42,42125,"","Pittsburgh, PA",Slovenian Savings and Loan Association of Canonsburg,Strabane,"",2024_27686_0
16602,DIF,SB,United States,16602,STATE,11020,40545,Pennsylvania,01/01/1927,2024,State Agency,11,42,100.0,2,153,"","",0,,263836,263836,,Altoona,NONE,SA,EXACT,M,STATE,1,,0,203 N Logan Blvd,107,91861,0,13,27711,40.4883110106402,PA,4,CALL,0,New York,777870,Altoona First Savings Bank,1,,Blair,COMMERCIAL LENDING,"",,"",0,16602,16602,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,305499,,0,203 N Logan Blvd,-78.4102430280346,,"",42013,"Altoona-Huntingdon, PA",Altoona,42,42013,"","Altoona, PA",Altoona First Savings Bank,Altoona,"",2024_27711_0
15237,DIF,SB,United States,15237,STATE,38300,40594,Pennsylvania,01/01/1908,2024,State Agency,11,42,100.0,2,234,United States,WVS FINANCIAL CORP.,0,,126798,126798,,Pittsburgh,ONE,SA,EXACT,M,STATE,1,,0,9001 Perry Hwy,430,43043,2140115,3,27760,40.5697590115339,PA,5,CALL,0,New York,842376,West View Savings Bank,1,,Allegheny,MORTGAGE LENDING,"",,"",0,15237,15237,0,1,PA,1,Pennsylvania,4,FDIC,Cleveland,357771,,0,9001 Perry Hwy,-80.0376829877671,,PITTSBURGH,42003,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Pittsburgh,41,42003,"","Pittsburgh, PA",West View Savings Bank,Pittsburgh,PA,2024_27760_0
